Answer,Question
ہم سے اسحاق بن نصر نے بیان کیا، انہوں نے کہا ہم سے عبدالرزاق بن ہمام نے بیان کیا، انہوں نے کہا ہمیں ابن جریج نے خبر پہنچائی عطاء ابن ابی رباح سے، انہوں نے کہا میں نے ابن عباس رضی اللہ عنہما سے سنا کہ جب نبی کریم صلی اللہ علیہ وسلم کعبہ کے اندر تشریف لے گئے تو اس کے چاروں کونوں میں آپ صلی اللہ علیہ وسلم نے دعا کی اور نماز نہیں پڑھی۔ پھر جب باہر تشریف لائے تو دو رکعت نماز کعبہ کے سامنے پڑھی اور فرمایا کہ یہی قبلہ ہے۔,آپ نے دو رکعت نماز کعبہ کے سامنے پڑھی اورکیا فرمایا
ابوہریرہ رضی اللہ عنہ نے روایت کیا ہے کہ نبی کریم صلی اللہ علیہ وسلم نے فرمایا کعبہ کی طرف منہ کر اور تکبیر کہہ۔,نبی کریم صلی اللہ علیہ وسلم نے فرمایا کعبہ کی طرف منہ کرکے کیافرمایا  
ہم سے مسلم بن ابراہیم نے بیان کیا، کہا ہم سے ہشام بن عبداللہ دستوائی نے، کہا ہم سے یحییٰ بن ابی کثیر نے محمد بن عبدالرحمٰن کے واسطہ سے، انہوں نے جابر بن عبداللہ سے، انہوں نے فرمایا کہ نبی کریم صلی اللہ علیہ وسلم اپنی سواری پر خواہ اس کا رخ کسی طرف ہو(نفل) نماز پڑھتے تھے لیکن جب فرض نماز پڑھنا چاہتے تو سواری سے اتر جاتے اور قبلہ کی طرف منہ کر کے نماز پڑھتے۔,آپ کس طرف منہ کر کے نماز پڑھتے۔
ہم سے عثمان بن ابی شیبہ نے بیان کیا، کہا ہم سے جریر نے منصور کے واسطے سے، انہوں نے ابراہیم سے، انہوں نے علقمہ سے، کہ عبداللہ بن مسعود رضی اللہ عنہ نے فرمایا کہ نبی کریم صلی اللہ علیہ وسلم نے نماز پڑھائی۔ ابراہیم نے کہا مجھے نہیں معلوم کہ نماز میں زیادتی ہوئی یا کمی۔ پھر جب آپ صلی اللہ علیہ وسلم نے سلام پھیرا تو آپ صلی اللہ علیہ وسلم سے کہا گیا کہ یا رسول اللہ! کیا نماز میں کوئی نیا حکم آیا ہے؟ آپ صلی اللہ علیہ وسلم نے فرمایا آخر کیا بات ہے؟ لوگوں نے کہا آپ نے اتنی اتنی رکعتیں پڑھی ہیں۔ یہ سن کر آپ صلی اللہ علیہ وسلم نے اپنے دونوں پاؤں پھیرے اور قبلہ کی طرف منہ کر لیا اور (سہو کے) دو سجدے کئے اور سلام پھیرا۔ پھر ہماری طرف متوجہ ہوئے اور فرمایا کہ اگر نماز میں کوئی نیا حکم نازل ہوا ہوتا تو میں تمہیں پہلے ہی ضرور کہہ دیتا لیکن میں تو تمہارے ہی جیسا آدمی ہوں، جس طرح تم بھولتے ہو میں بھی بھول جاتا ہوں۔ اس لیے جب میں بھول جایا کروں تو تم مجھے یاد دلایا کرو اور اگر کسی کو نماز میں شک ہو جائے تو اس وقت ٹھیک بات سوچ لے اور اسی کے مطابق نماز پوری کرے پھر سلام پھیر کر دو سجدے (سہو کے) کر لے۔,سجدہ (سہو)کیا ہے
ایک مرتبہ نبی کریم صلی اللہ علیہ وسلم نے ظہر کی دو رکعت کے بعد ہی سلام پھیر دیا۔ اور لوگوں کی طرف متوجہ ہو گئے، پھر (یاد دلانے پر) باقی نماز پوری کی۔, نبی کریم صلی اللہ علیہ وسلم نے ظہر کی کتنی رکعت کے بعد ہی سلام پھیر دیا۔
ہم سے عمرو بن عون نے بیان کیا، کہا ہم سے ہشیم نے حمید کے واسطہ سے، انہوں نے انس بن مالک رضی اللہ عنہ کے واسطہ سے کہ عمر رضی اللہ عنہ نے فرمایا کہ میری تین باتوں میں جو میرے منہ سے نکلا میرے رب نے ویسا ہی حکم فرمایا۔ میں نے کہا تھا کہ یا رسول اللہ! اگر ہم مقام ابراہیم کو نماز پڑھنے کی جگہ بنا سکتے تو اچھا ہوتا۔ اس پر یہ آیت نازل ہوئی۔  اور تم مقام ابراہیم کو نماز پڑھنے کی جگہ بنا لو  دوسری آیت پردہ کے بارے میں ہے۔ میں نے کہا تھا کہ یا رسول اللہ کاش! آپ اپنی عورتوں کو پردہ کا حکم دیتے، کیونکہ ان سے اچھے اور برے ہر طرح کے لوگ بات کرتے ہیں۔ اس پر پردہ کی آیت نازل ہوئی اور ایک مرتبہ نبی کریم صلی اللہ علیہ وسلم کی بیویاں جوش و خروش میں آپ کی خدمت میں اتفاق کر کے کچھ مطالبات لے کر حاضر ہوئیں۔ میں نے ان سے کہا کہ ہو سکتا ہے کہ اللہ پاک تمہیں طلاق دلا دیں اور تمہارے بدلے تم سے بہتر مسلمہ بیویاں اپنے رسول صلی اللہ علیہ وسلم کو عنایت کریں، تو یہ آیت نازل ہوئی«عسى ربه إن طلقكن أن يبدله أزواجا خيرا منكن‏» اور سعید ابن ابی مریم نے کہا کہ مجھے یحییٰ بن ایوب نے خبر دی، کہا کہ ہم سے حمید نے بیان کیا، کہا میں نے انس رضی اللہ عنہ سے یہ حدیث سنی۔,پردہ کی آیت کب نازل ہوئی
ہم سے عبداللہ بن یوسف نے بیان کیا، انہوں نے کہا ہمیں امام مالک نے عبداللہ بن دینار کے واسطہ سے، انہوں نے عبداللہ بن عمر سے، آپ نے فرمایا کہ لوگ قباء میں فجر کی نماز پڑھ رہے تھے کہ اتنے میں ایک آنے والا آیا۔ اس نے بتایا کہ رسول اللہ صلی اللہ علیہ وسلمپر کل وحی نازل ہوئی ہے اور انہیں کعبہ کی طرف (نماز میں) منہ کرنے کا حکم ہو گیا ہے۔ چنانچہ ان لوگوں نے بھی کعبہ کی جانب منہ کر لیے جب کہ اس وقت وہ شام کی جانب منہ کئے ہوئے تھے، اس لیے وہ سب کعبہ کی جانب گھوم گئے۔, رسول اللہ صلی اللہ علیہ وسلم پر وحی نازل ہوئی ہے تو (نماز میں)کس طرف منہ کرنے کا حکم ہو گیا 
ہم سے مسدد بن مسرہد نے بیان کیا کہ کہا ہم سے یحییٰ بن سعید بن قطان نے شعبہ کے واسطے سے، انہوں نے ابراہیم سے، انہوں نے علقمہ سے انہوں نے عبداللہ سے، انہوں نے فرمایا کہ نبی کریم صلی اللہ علیہ وسلم نے (بھولے سے) ظہر کی نماز (ایک مرتبہ) پانچ رکعت پڑھی ہیں۔ عبداللہ بن مسعود رضی اللہ عنہ نے فرمایا کہ پھر آپ نے اپنے پاؤں موڑ لیے اور (سہو کے) دو سجدے کئے۔,آپ نے اپنے پاؤں موڑکے (سہو کے) دو سجدے کیوں کئے۔
ہم سے قتیبہ نے بیان کیا کہ کہا ہم سے اسماعیل بن جعفر نے حمید کے واسطہ سے، انہوں نے انس بن مالک رضی اللہ عنہ سے کہ نبی کریم صلی اللہ علیہ وسلم نے قبلہ کی طرف (دیوار پر) بلغم دیکھا، جو آپ صلی اللہ علیہ وسلم کو ناگوار گزرا اور یہ ناگواری آپ صلی اللہ علیہ وسلم کے چہرہ مبارک پر دکھائی دینے لگی۔ پھر آپ صلی اللہ علیہ وسلم اٹھے اور خود اپنے ہاتھ سے اسے کھرچ ڈالا اور فرمایا کہ جب کوئی شخص نماز کے لیے کھڑا ہوتا ہے تو گویا وہ اپنے رب کے ساتھ سرگوشی کرتا ہے، یا یوں فرمایا کہ اس کا رب اس کے اور قبلہ کے درمیان ہوتا ہے۔ اس لیے کوئی شخص (نماز میں اپنے) قبلہ کی طرف نہ تھوکے۔ البتہ بائیں طرف یا اپنے قدموں کے نیچے تھوک سکتا ہے۔ پھر آپ نے اپنی چادر کا کنارہ لیا، اس پر تھوکا پھر اس کو الٹ پلٹ کیا اور فرمایا، یا اس طرح کر لیا کرو۔,جب کوئی شخص نماز کے لیے کھڑا ہوتا ہے تو گویا وہ اپنے رب کے ساتھ کیاکرتا ہے
ہم سے عبداللہ بن یوسف نے بیان کیا، انہوں نے کہا ہم سے امام مالک نے نافع کے واسطہ سے روایت کیا، کہا انہوں نے عبداللہ بن عمر رضی اللہ عنہما کے واسطہ سے کہ رسول اللہ صلی اللہ علیہ وسلم نے قبلے کی دیوار پر تھوک دیکھا، آپ صلی اللہ علیہ وسلم نے اسے کھرچ ڈالا پھر (آپ صلی اللہ علیہ وسلم نے) لوگوں سے خطاب کیا اور فرمایا کہ جب کوئی شخص نماز میں ہو تو اپنے منہ کے سامنے نہ تھوکے کیونکہ نماز میں منہ کے سامنے اللہ عزوجل ہوتا ہے۔,جب کوئی شخص نماز میں ہو تو اپنے منہ کے سامنےکیوں نہ تھوکے
ہم سے عبداللہ بن یوسف نے بیان کیا، انہوں نے کہا کہ ہمیں امام مالک نے ہشام بن عروہ کے واسطہ سے، انہوں نے اپنے والد سے، انہوں نے عائشہ ام المؤمنین رضی اللہ عنہا سے کہ رسول اللہ صلی اللہ علیہ وسلم نے قبلہ کی دیوار پر رینٹ یا تھوک یا بلغم دیکھا تو اسے آپ صلی اللہ علیہ وسلم نے کھرچ ڈالا۔,رسول اللہ صلی اللہ علیہ وسلم نے قبلہ کی دیوار پر رینٹ یا تھوک یا بلغم دیکھا توکیا کیا
ابن عباس رضی اللہ عنہما نے فرمایا کہ اگر گیلی نجاست پر تمہارے پاؤں پڑیں تو انہیں دھو ڈالو اور اگر نجاست خشک ہو تو دھونے کی ضرورت نہیں۔,ابن عباس رضی اللہ عنہما نے فرمایا کہ اگر گیلی نجاست پر تمہارے پاؤں پڑیں تو کیا کرو
ہم سے سعید بن اسماعیل نے بیان کیا، انہوں نے کہا ہم سے ابراہیم بن سعد نے بیان کیا، انہوں نے کہا ہمیں ابن شہاب نے حمید بن عبدالرحمٰن کے واسطہ سے بیان کیا کہ ابوہریرہ اور ابو سعید خدری رضی اللہ عنہما نے انہیں خبر دی کہ رسول اللہ صلی اللہ علیہ وسلم نے مسجد کی دیوار پر بلغم دیکھا، پھر رسول اللہ صلی اللہ علیہ وسلم نے ایک کنکری لی اور اسے صاف کر دیا۔ پھر فرمایا کہ جب تم میں سے کوئی شخص تھوکے تو اسے اپنے منہ کے سامنے یا دائیں طرف نہیں تھوکنا چاہیے، البتہ بائیں طرف یا اپنے پاؤں کے نیچے تھوک لے۔, رسول اللہ صلی اللہ علیہ وسلم نے مسجد کی دیوار پر بلغم دیکھاتو کیا کہا
ہم سے یحییٰ بن بکیر نے بیان کیا، انہوں نے کہا ہم سے لیث بن سعد نے بیان کیا، انہوں نے عقیل بن خالد کے واسطے سے، انہوں نے ابن شہاب سے، انہوں نے حمید بن عبدالرحمٰن سے کہ ابوہریرہ اور ابو سعید خدری رضی اللہ عنہما نے بیان کیا کہ رسول اللہ صلی اللہ علیہ وسلم نے ایک کنکری سے اسے کھرچ ڈالا اور فرمایا اگر تم میں سے کسی کو تھوکنا ہو تو اسے اپنے چہرے کے سامنے یا اپنے دائیں طرف نہ تھوکا کرو، البتہ اپنے بائیں طرف یا اپنے بائیں قدم کے نیچے تھوک سکتے ہو۔, رسول اللہ صلی اللہ علیہ وسلم نے مسجد کی دیوار پر بلغم دیکھاتو کیا کہا
ہم سے حفص بن عمر نے بیان کیا، انہوں نے کہا ہم سے شعبہ نے بیان کیا، انہوں نے کہا کہ مجھے قتادہ نے خبر دی، انہوں نے کہا میں نے انس بن مالک رضی اللہ عنہ سے سنا کہ نبی کریم صلی اللہ علیہ وسلم نے فرمایا، تم اپنے سامنے یا اپنی دائیں طرف نہ تھوکا کرو، البتہ بائیں طرف یا بائیں قدم کے نیچے تھوک سکتے ہو۔, نبی کریم صلی اللہ علیہ وسلم نےکس طرف تھوکنے سے منع فرمایا 
